20448
0	1	0	1.762	1.762
1	1	1.762	1.762	1.762
0	1	3.524	1.762	1.762
1	1	5.286	1.762	1.762
0	1	7.048	1.762	1.762
1	1	8.81	1.762	1.762
0	1	10.572	1.762	1.762
1	1	12.334	1.762	1.762
0	1	14.096	1.762	1.762
1	1	15.858	1.762	1.762
0	1	17.62	1.762	1.762
1	1	19.382	1.762	1.762
0	1	21.144	1.762	1.762
1	1	22.906	1.762	1.762
0	1	24.668	1.762	1.762
1	1	26.43	1.762	1.762
0	1	28.192	1.762	1.762
1	1	29.954	1.762	1.762
0	1	31.716	1.762	1.762
1	1	33.478	1.762	1.762
0	1	35.24	1.762	1.762
1	1	37.002	1.762	1.762
0	1	38.764	1.762	1.762
1	1	40.526	1.762	1.762
0	1	42.288	1.762	1.762
1	1	44.05	1.762	1.762
0	1	45.812	1.762	1.762
1	1	47.574	1.762	1.762
0	1	49.336	1.762	1.762
1	1	51.098	1.762	1.762
0	1	52.86	1.762	1.762
1	1	54.622	1.762	1.762
0	1	56.384	1.762	1.762
1	1	58.146	1.762	1.762
0	1	59.908	1.762	1.762
1	1	61.67	1.762	1.762
0	1	63.432	1.762	1.762
1	1	65.194	1.762	1.762
0	1	66.956	1.762	1.762
1	1	68.718	1.762	1.762
0	1	70.48	1.762	1.762
1	1	72.242	1.762	1.762
0	1	74.004	1.762	1.762
1	1	75.766	1.762	1.762
0	1	77.528	1.762	1.762
1	1	79.29	1.762	1.762
0	1	81.052	1.762	1.762
1	1	82.814	1.762	1.762
0	1	84.576	1.762	1.762
1	1	86.338	1.762	1.762
0	1	88.1	1.762	1.762
1	1	89.862	1.762	1.762
0	1	91.624	1.762	1.762
1	1	93.386	1.762	1.762
0	1	95.148	1.762	1.762
1	1	96.91	1.762	1.762
0	1	98.672	1.762	1.762
1	1	100.434	1.762	1.762
0	1	102.196	1.762	1.762
1	1	103.958	1.762	1.762
0	1	105.72	1.762	1.762
1	1	107.482	1.762	1.762
0	1	109.244	1.762	1.762
1	1	111.006	1.762	1.762
0	1	112.768	1.762	1.762
1	1	114.53	1.762	1.762
0	1	116.292	1.762	1.762
1	1	118.054	1.762	1.762
0	1	119.816	1.762	1.762
1	1	121.578	1.762	1.762
0	1	123.34	1.762	1.762
1	1	125.102	1.762	1.762
0	1	126.864	1.762	1.762
1	1	128.626	1.762	1.762
0	1	130.388	1.762	1.762
1	1	132.15	1.762	1.762
0	1	133.912	1.762	1.762
1	1	135.674	1.762	1.762
0	1	137.436	1.762	1.762
1	1	139.198	1.762	1.762
0	1	140.96	1.762	1.762
1	1	142.722	1.762	1.762
0	1	144.484	1.762	1.762
1	1	146.246	1.762	1.762
0	1	148.008	1.762	1.762
1	1	149.77	1.762	1.762
0	1	151.532	1.762	1.762
1	1	153.294	1.762	1.762
0	1	155.056	1.762	1.762
1	1	156.818	1.762	1.762
0	1	158.58	1.762	1.762
1	1	160.342	1.762	1.762
0	1	162.104	1.762	1.762
1	1	163.866	1.762	1.762
0	1	165.628	1.762	1.762
1	1	167.39	1.762	1.762
0	1	169.152	1.762	1.762
1	1	170.914	1.762	1.762
0	1	172.676	1.762	1.762
1	1	174.438	1.762	1.762
0	1	176.2	1.762	1.762
1	1	177.962	1.762	1.762
0	1	179.724	1.762	1.762
1	1	181.486	1.762	1.762
0	1	183.248	1.762	1.762
1	1	185.01	1.762	1.762
0	1	186.772	1.762	1.762
1	1	188.534	1.762	1.762
0	1	190.296	1.762	1.762
1	1	192.058	1.762	1.762
0	1	193.82	1.762	1.762
1	1	195.582	1.762	1.762
0	1	197.344	1.762	1.762
1	1	199.106	1.762	1.762
0	1	200.868	1.762	1.762
1	1	202.63	1.762	1.762
0	1	204.392	1.762	1.762
1	1	206.154	1.762	1.762
0	1	207.916	1.762	1.762
1	1	209.678	1.762	1.762
0	1	211.44	1.762	1.762
1	1	213.202	1.762	1.762
0	1	214.964	1.762	1.762
1	1	216.726	1.762	1.762
0	1	218.488	1.762	1.762
1	1	220.25	1.762	1.762
0	1	222.012	1.762	1.762
1	1	223.774	1.762	1.762
0	1	225.536	1.762	1.762
1	1	227.298	1.762	1.762
0	1	229.06	1.762	1.762
1	1	230.822	1.762	1.762
0	1	232.584	1.762	1.762
1	1	234.346	1.762	1.762
0	1	236.108	1.762	1.762
1	1	237.87	1.762	1.762
0	1	239.632	1.762	1.762
1	1	241.394	1.762	1.762
0	1	243.156	1.762	1.762
1	1	244.918	1.762	1.762
0	1	246.68	1.762	1.762
1	1	0	3.524	1.762
0	1	1.762	3.524	1.762
0	1	0	5.286	1.762
1	1	1.762	5.286	1.762
1	1	3.524	3.524	1.762
0	1	5.286	3.524	1.762
0	1	3.524	5.286	1.762
1	1	5.286	5.286	1.762
1	1	7.048	3.524	1.762
0	1	8.81	3.524	1.762
0	1	7.048	5.286	1.762
1	1	8.81	5.286	1.762
1	1	10.572	3.524	1.762
0	1	12.334	3.524	1.762
0	1	10.572	5.286	1.762
1	1	12.334	5.286	1.762
1	1	14.096	3.524	1.762
0	1	15.858	3.524	1.762
0	1	14.096	5.286	1.762
1	1	15.858	5.286	1.762
1	1	17.62	3.524	1.762
0	1	19.382	3.524	1.762
0	1	17.62	5.286	1.762
1	1	19.382	5.286	1.762
1	1	21.144	3.524	1.762
0	1	22.906	3.524	1.762
0	1	21.144	5.286	1.762
1	1	22.906	5.286	1.762
1	1	24.668	3.524	1.762
0	1	26.43	3.524	1.762
0	1	24.668	5.286	1.762
1	1	26.43	5.286	1.762
1	1	28.192	3.524	1.762
0	1	29.954	3.524	1.762
0	1	28.192	5.286	1.762
1	1	29.954	5.286	1.762
1	1	31.716	3.524	1.762
0	1	33.478	3.524	1.762
0	1	31.716	5.286	1.762
1	1	33.478	5.286	1.762
1	1	35.24	3.524	1.762
0	1	37.002	3.524	1.762
0	1	35.24	5.286	1.762
1	1	37.002	5.286	1.762
1	1	38.764	3.524	1.762
0	1	40.526	3.524	1.762
0	1	38.764	5.286	1.762
1	1	40.526	5.286	1.762
1	1	42.288	3.524	1.762
0	1	44.05	3.524	1.762
0	1	42.288	5.286	1.762
1	1	44.05	5.286	1.762
1	1	45.812	3.524	1.762
0	1	47.574	3.524	1.762
0	1	45.812	5.286	1.762
1	1	47.574	5.286	1.762
1	1	49.336	3.524	1.762
0	1	51.098	3.524	1.762
0	1	49.336	5.286	1.762
1	1	51.098	5.286	1.762
