0	0	8.03366e-08	3.41589e-05	1	108
1	0	7.4563e-07	3.82205e-05	1	108
2	0	1.26424e-06	3.8915e-05	1	108
3	0	-2.20204e-07	3.84455e-05	1	90
4	0	7.9915e-07	3.70194e-05	1	108
5	0	1.47915e-06	3.79066e-05	1	108
6	0	2.05609e-06	3.82312e-05	1	90
7	0	1.23734e-06	3.74761e-05	1	108
8	0	9.29406e-08	3.88926e-05	1	108
9	0	7.31298e-07	3.76951e-05	1	90
10	0	1.12115e-06	3.73521e-05	1	108
11	0	-4.62912e-07	3.73021e-05	1	108
12	0	-6.11229e-07	3.90604e-05	1	90
13	0	-2.48428e-06	4.94713e-05	1	108
14	0	-1.52658e-05	0.000122164	1	108
15	0	-8.81769e-05	0.000503103	1	90
16	0	-0.000551414	0.00280312	0.999995	108
17	0	-0.00372097	0.0183791	0.999777	108
18	0	-0.0200161	0.0985704	0.993974	90
19	0	-0.102512	0.504664	0.812737	108
20	0	-0.158918	0.782301	-0.416743	108
21	0	-0.0431469	0.212382	-0.971689	90
22	0	-0.00816224	0.0401634	-0.998933	108
23	0	-0.00123994	0.00608943	-0.999975	108
24	0	-0.000205624	0.00101072	-0.999999	90
25	0	-3.36963e-05	0.000164415	-1	108
26	0	-2.28509e-06	1.02104e-05	-1	108
27	0	0	0	-1	90
28	0	0	0	-1	108
29	0	0	0	-1	108
30	0	0	0	-1	90
31	0	0	0	-1	108
32	0	0	0	-1	108
33	0	0	0	-1	90
34	0	0	0	-1	108
35	0	0	0	-1	108
36	0	0	0	-1	90
37	0	0	0	-1	108
38	0	0	0	-1	108
39	0	0	0	-1	108
