5112
-0.000547495	0.031289	0.99951
-0.00109637	0.0328347	0.99946
-0.00017787	0.0320953	0.999485
7.01577e-06	0.031293	0.99951
-0.000208849	0.0332009	0.999449
-0.000881256	0.0345809	0.999402
-0.000638501	0.0336982	0.999432
-0.000718807	0.0338553	0.999426
-0.000984504	0.0333311	0.999444
-0.000704167	0.0342722	0.999412
-0.00034596	0.0345257	0.999404
-0.00120505	0.0350806	0.999384
-0.000511709	0.035452	0.999371
-0.00013145	0.036003	0.999352
0.000864747	0.0371252	0.99931
2.5519e-05	0.0361208	0.999347
0.000189366	0.0360473	0.99935
-0.000430579	0.0366137	0.999329
-0.00019016	0.0395338	0.999218
-8.21599e-05	0.0357164	0.999362
7.96603e-05	0.0358864	0.999356
-0.000606886	0.037389	0.999301
-0.000505352	0.0362772	0.999342
1.91889e-05	0.0354622	0.999371
-0.000553617	0.0366527	0.999328
0.000501282	0.0357748	0.99936
-0.000505192	0.0350686	0.999385
0.000750783	0.0354815	0.99937
-0.000520227	0.0347213	0.999397
-0.000735943	0.0364213	0.999336
-0.000753417	0.0375615	0.999294
-0.00061763	0.0350176	0.999387
-0.000604825	0.0357392	0.999361
-0.00100315	0.0359155	0.999354
-0.00179734	0.0369418	0.999316
-0.000794444	0.0350049	0.999387
-0.000870249	0.0366375	0.999328
-0.000871536	0.0363343	0.999339
-0.000770636	0.0348371	0.999393
-0.00110574	0.0347468	0.999396
0.000883315	0.0357996	0.999359
-0.000149304	0.0343063	0.999411
0.000498642	0.03638	0.999338
-0.000857294	0.0357268	0.999361
0.000864239	0.0358341	0.999357
0.000807719	0.0339551	0.999423
0.000993002	0.0341326	0.999417
0.000377662	0.0348648	0.999392
0.000377248	0.0349789	0.999388
0.000125805	0.0352563	0.999378
0.000755829	0.0362147	0.999344
0.000197782	0.0345058	0.999404
-6.21417e-05	0.0349016	0.999391
-0.000108551	0.0340433	0.99942
-0.00064143	0.0342451	0.999413
0.000336413	0.0350738	0.999385
-0.000135272	0.0334685	0.99944
-7.76091e-05	0.0330336	0.999454
-0.00142087	0.0346055	0.9994
-0.00025684	0.0338023	0.999429
-0.000598698	0.033581	0.999436
-9.36718e-05	0.0355803	0.999367
-0.000613391	0.0355896	0.999366
-0.00146379	0.0338307	0.999427
-0.000579784	0.0343526	0.99941
0.000541601	0.0343378	0.99941
-0.000648008	0.0349348	0.999389
-2.17652e-05	0.0344011	0.999408
0.000500408	0.0345455	0.999403
0.00123521	0.0363877	0.999337
0.000840768	0.0354683	0.99937
0.00046308	0.0354061	0.999373
0.000320016	0.0358203	0.999358
0.000160806	0.0355208	0.999369
-0.000657212	0.0386386	0.999253
0.000576596	0.0347231	0.999397
-0.000160378	0.036873	0.99932
0.000882445	0.0350947	0.999384
0.000437649	0.0351895	0.999381
-0.000531685	0.0374941	0.999297
0.000402907	0.0350093	0.999387
4.15482e-05	0.0354972	0.99937
-0.00126836	0.0364635	0.999334
-0.000451054	0.035798	0.999359
-0.000856819	0.0353829	0.999373
-0.000702813	0.0352761	0.999377
0.00010839	0.0356985	0.999363
-0.000600317	0.0346053	0.999401
0.000171487	0.0346795	0.999398
0.000262627	0.035926	0.999354
7.66204e-05	0.0356532	0.999364
0.00178992	0.0382357	0.999267
-8.37711e-05	0.0372833	0.999305
-0.00142212	0.0361827	0.999344
0.00100975	0.0362426	0.999343
-0.000230915	0.0395823	0.999216
0.000206926	0.0342592	0.999413
-0.000262225	0.0349149	0.99939
-0.000658347	0.0349288	0.99939
7.22235e-05	0.0347339	0.999397
0.000900673	0.0356463	0.999364
0.000499047	0.03557	0.999367
0.000436217	0.034337	0.99941
0.000113154	0.0353389	0.999375
0.000266828	0.0348256	0.999393
-0.000327384	0.0374206	0.9993
0.00103153	0.0329701	0.999456
8.33992e-05	0.0340304	0.999421
0.000240498	0.0354082	0.999373
0.000418851	0.0348425	0.999393
-0.00167887	0.0344658	0.999404
-4.64952e-05	0.0350747	0.999385
0.000190738	0.0349309	0.99939
-0.000367343	0.0353001	0.999377
-0.000461628	0.0361474	0.999346
-0.000265202	0.0356384	0.999365
0.00119048	0.0363587	0.999338
5.63403e-05	0.035039	0.999386
0.000284604	0.0379584	0.999279
-0.000450985	0.0350403	0.999386
-0.000291824	0.0355924	0.999366
-0.000150863	0.0353756	0.999374
0.000322224	0.0346683	0.999399
1.83505e-05	0.0349006	0.999391
6.21859e-05	0.0353259	0.999376
-0.00112807	0.0356438	0.999364
0.000520708	0.0352942	0.999377
0.000326955	0.0350662	0.999385
0.00107646	0.0360281	0.99935
0.00117067	0.0351798	0.99938
0.000696942	0.0351505	0.999382
0.00222685	0.0353092	0.999374
8.89834e-05	0.0352496	0.999379
0.000591542	0.0350049	0.999387
0.00085214	0.0347506	0.999396
0.000875195	0.0370407	0.999313
0.000284129	0.0359272	0.999354
0.000659761	0.034406	0.999408
0.000802766	0.0344554	0.999406
0.000711201	0.0343594	0.999409
0.000486175	0.0344892	0.999405
0.000430026	0.0339749	0.999423
0.000164294	0.0342904	0.999412
-0.000460608	0.0351662	0.999381
0.000589344	0.0330308	0.999454
0.000753885	0.0353438	0.999375
0.00109741	0.0366932	0.999326
-0.00128918	0.0351422	0.999381
0.000309705	0.0354292	0.999372
-0.000536301	0.0342401	0.999413
-0.000650729	0.0334431	0.99944
0.000178073	0.0335761	0.999436
-0.000523856	0.0353475	0.999375
-0.000458176	0.0348578	0.999392
-0.000782945	0.0350634	0.999385
-0.000569671	0.0336144	0.999435
0.00106666	0.0354742	0.99937
-0.00148503	0.0351019	0.999383
-0.000602164	0.034376	0.999409
-0.000109758	0.0338703	0.999426
-0.000700521	0.0374061	0.9993
-0.000294018	0.0343836	0.999409
-0.00065541	0.0342848	0.999412
0.00103772	0.0329737	0.999456
-8.04359e-05	0.034731	0.999397
-0.000171551	0.0353643	0.999374
0.000141138	0.0357633	0.99936
0.000100299	0.0343466	0.99941
-3.51274e-05	0.0332134	0.999448
-0.000866034	0.0356192	0.999365
-0.00120735	0.0348875	0.999391
-0.00172225	0.0367843	0.999322
-0.00115255	0.0355856	0.999366
-0.00130749	0.0372544	0.999305
-0.000150371	0.034785	0.999395
-0.00124833	0.0359389	0.999353
-0.000192608	0.0361132	0.999348
-0.000296377	0.036417	0.999337
-0.000421172	0.0369294	0.999318
-0.000318961	0.0356604	0.999364
0.00012829	0.0350682	0.999385
0.00231938	0.0377613	0.999284
0.0017185	0.0367943	0.999321
7.27201e-05	0.0347275	0.999397
4.6879e-05	0.0343975	0.999408
-0.000426389	0.035172	0.999381
-0.000350442	0.0356513	0.999364
-0.000628883	0.0351393	0.999382
-0.000290091	0.0366704	0.999327
-0.00114696	0.0352991	0.999376
-0.000433666	0.0355437	0.999368
-0.000551138	0.034985	0.999388
0.000374083	0.0378439	0.999284
0.000208642	0.0386826	0.999252
0.000529096	0.0362772	0.999342
-2.26119e-05	0.0362282	0.999344
0.000142866	0.0356376	0.999365
-0.000529656	0.0372726	0.999305
0.000153234	0.0358091	0.999359
-0.000523428	0.0358864	0.999356
-0.000830238	0.0347187	0.999397
-0.000767614	0.0342348	0.999414
-0.00266897	0.0358453	0.999354
-0.000856378	0.0356016	0.999366
-0.000450794	0.034108	0.999418
-0.000512529	0.0344629	0.999406
-0.00169358	0.0336261	0.999433
0.00196111	0.0326878	0.999464
-0.000960891	0.0349333	0.999389
-0.000475176	0.033515	0.999438
-0.00067249	0.0336575	0.999433
-0.000730096	0.0332268	0.999448
-0.000713566	0.034801	0.999394
-0.00100597	0.0350542	0.999385
